2 100
0 0 0.0395537 0 0
0 0.01 0.0532257 0.00909091 0
0 0.02 0.0571643 0.0181818 0
0 0.03 0.0468039 0.0272727 0
0 0.04 0.0492532 0.0363636 0
0 0.05 0.0410188 0.0454545 0
0 0.06 0.0534601 0.0545455 0
0 0.07 0.0347466 0.0636364 0
0 0.08 0.0467412 0.0727273 0
0 0.09 0.042945 0.0818182 0
0 0.1 0.0402768 0.0909091 0
0 0.11 0.0443701 0.1 0
0 0.12 0.0530596 0.109091 0
0 0.13 0.0353328 0.118182 0
0 0.14 0.0512402 0.127273 0
0 0.15 0.0506779 0.136364 0
0 0.16 0.0541902 0.145455 0
0 0.17 0.0555846 0.154545 0
0 0.18 0.0425497 0.163636 0
0 0.19 0.0363267 0.172727 0
0 0.2 0.041546 0.181818 0
0 0.21 0.04006 0.190909 0
0 0.22 0.0489736 0.2 0
0 0.23 0.0413505 0.209091 0
0 0.24 0.0432908 0.218182 0
0 0.25 0.0462974 0.227273 0
0 0.26 0.0383968 0.236364 0
0 0.27 0.0638155 0.245455 0
0 0.28 0.0405711 0.254545 0
0 0.29 0.0463693 0.263636 0
0 0.3 0.0401687 0.272727 0
0 0.31 0.0389901 0.281818 0
0 0.32 0.0392711 0.290909 0
0 0.33 0.0654278 0.3 0
0 0.34 0.0505251 0.309091 0
0 0.35 0.0598029 0.318182 0
0 0.36 0.0481368 0.327273 0
0 0.37 0.060092 0.336364 0
0 0.38 0.0463568 0.345455 0
0 0.39 0.0425132 0.354545 0
0 0.4 0.0633223 0.363636 0
0 0.41 0.0544042 0.372727 0
0 0.42 0.0416234 0.381818 0
0 0.43 0.0444818 0.390909 0
0 0.44 0.0459598 0.4 0
0 0.45 0.0451129 0.409091 0
0 0.46 0.0388964 0.418182 0
0 0.47 0.0417271 0.427273 0
0 0.48 0.0603031 0.436364 0
0 0.49 0.047648 0.445455 0
0 0.5 0.0563864 0.454545 0
0 0.51 0.0563519 0.463636 0
0 0.52 0.0498772 0.472727 0
0 0.53 0.0419652 0.481818 0
0 0.54 0.0339726 0.490909 0
0 0.55 0.0517353 0.5 0
0 0.56 0.0675748 0.509091 0
0 0.57 0.0483441 0.518182 0
0 0.58 0.0479498 0.527273 0
0 0.59 0.0346478 0.536364 0
0 0.6 0.044634 0.545455 0
0 0.61 0.0607937 0.554545 0
0 0.62 0.0463388 0.563636 0
0 0.63 0.0454929 0.572727 0
0 0.64 0.0554158 0.581818 0
0 0.65 0.0391674 0.590909 0
0 0.66 0.0370511 0.6 0
0 0.67 0.0480475 0.609091 0
0 0.68 0.0398747 0.618182 0
0 0.69 0.0510592 0.627273 0
0 0.7 0.0329252 0.636364 0
0 0.71 0.0592728 0.645455 0
0 0.72 0.0526092 0.654545 0
0 0.73 0.0586705 0.663636 0
0 0.74 0.0349453 0.672727 0
0 0.75 0.0484101 0.681818 0
0 0.76 0.0455554 0.690909 0
0 0.77 0.0544996 0.7 0
0 0.78 0.0817637 0.709091 0
0 0.79 0.0363198 0.718182 0
0 0.8 0.0375467 0.727273 0
0 0.81 0.0453134 0.736364 0
0 0.82 0.0375539 0.745455 0
0 0.83 0.0846083 0.754545 0
0 0.84 0.0352747 0.763636 0
0 0.85 0.041636 0.772727 0
0 0.86 0.0552366 0.781818 0
0 0.87 0.0443807 0.790909 0
0 0.88 0.0330172 0.8 0
0 0.89 0.0641994 0.809091 0
0 0.9 0.0340041 0.818182 0
0 0.91 0.0642157 0.827273 0
0 0.92 0.0500388 0.836364 0
0 0.93 0.0926466 0.845455 0
0 0.94 0.0325903 0.854545 0
0 0.95 0.0686451 0.863636 0
0 0.96 0.037309 0.872727 0
0 0.97 0.0470818 0.881818 0
0 0.98 0.0642095 0.890909 0
0 0.99 0.074452 0.9 0
0.01 0 0.0381681 0.00909091 0.01
0.01 0.01 0.0553974 0.0181818 0.01
0.01 0.02 0.0550198 0.0272727 0.01
0.01 0.03 0.0482727 0.0363636 0.01
0.01 0.04 0.0531769 0.0454545 0.01
0.01 0.05 0.0358155 0.0545455 0.01
0.01 0.06 0.0366872 0.0636364 0.01
0.01 0.07 0.0477863 0.0727273 0.01
0.01 0.08 0.0618982 0.0818182 0.01
0.01 0.09 0.0395804 0.0909091 0.01
0.01 0.1 0.0397099 0.1 0.01
0.01 0.11 0.0451859 0.109091 0.01
0.01 0.12 0.055475 0.118182 0.01
0.01 0.13 0.0388016 0.127273 0.01
0.01 0.14 0.0484374 0.136364 0.01
0.01 0.15 0.0513143 0.145455 0.01
0.01 0.16 0.0502066 0.154545 0.01
0.01 0.17 0.0527618 0.163636 0.01
0.01 0.18 0.0416637 0.172727 0.01
0.01 0.19 0.0394038 0.181818 0.01
0.01 0.2 0.0440667 0.190909 0.01
0.01 0.21 0.0403789 0.2 0.01
0.01 0.22 0.0497241 0.209091 0.01
0.01 0.23 0.041931 0.218182 0.01
0.01 0.24 0.0434341 0.227273 0.01
0.01 0.25 0.0520933 0.236364 0.01
0.01 0.26 0.0456131 0.245455 0.01
0.01 0.27 0.0637994 0.254545 0.01
0.01 0.28 0.0527883 0.263636 0.01
0.01 0.29 0.0448441 0.272727 0.01
0.01 0.3 0.0522164 0.281818 0.01
0.01 0.31 0.0359194 0.290909 0.01
0.01 0.32 0.0387069 0.3 0.01
0.01 0.33 0.0588766 0.309091 0.01
0.01 0.34 0.0544795 0.318182 0.01
0.01 0.35 0.0503998 0.327273 0.01
0.01 0.36 0.0371248 0.336364 0.01
0.01 0.37 0.0557237 0.345455 0.01
0.01 0.38 0.0407256 0.354545 0.01
0.01 0.39 0.048536 0.363636 0.01
0.01 0.4 0.0595406 0.372727 0.01
0.01 0.41 0.067403 0.381818 0.01
0.01 0.42 0.0478863 0.390909 0.01
0.01 0.43 0.0669066 0.4 0.01
0.01 0.44 0.0467997 0.409091 0.01
0.01 0.45 0.047989 0.418182 0.01
0.01 0.46 0.0405112 0.427273 0.01
0.01 0.47 0.0461339 0.436364 0.01
0.01 0.48 0.0523595 0.445455 0.01
0.01 0.49 0.0439808 0.454545 0.01
0.01 0.5 0.050722 0.463636 0.01
0.01 0.51 0.0629832 0.472727 0.01
0.01 0.52 0.0551729 0.481818 0.01
0.01 0.53 0.0555141 0.490909 0.01
0.01 0.54 0.0341146 0.5 0.01
0.01 0.55 0.0552083 0.509091 0.01
0.01 0.56 0.0536354 0.518182 0.01
0.01 0.57 0.0537998 0.527273 0.01
0.01 0.58 0.0469042 0.536364 0.01
0.01 0.59 0.0350173 0.545455 0.01
0.01 0.6 0.0424555 0.554545 0.01
0.01 0.61 0.0411736 0.563636 0.01
0.01 0.62 0.0428587 0.572727 0.01
0.01 0.63 0.0470929 0.581818 0.01
0.01 0.64 0.0478486 0.590909 0.01
0.01 0.65 0.0468079 0.6 0.01
0.01 0.66 0.0366043 0.609091 0.01
0.01 0.67 0.0485516 0.618182 0.01
0.01 0.68 0.0370238 0.627273 0.01
0.01 0.69 0.0505382 0.636364 0.01
0.01 0.7 0.0433539 0.645455 0.01
0.01 0.71 0.0498051 0.654545 0.01
0.01 0.72 0.0518953 0.663636 0.01
0.01 0.73 0.0592556 0.672727 0.01
0.01 0.74 0.0355989 0.681818 0.01
0.01 0.75 0.0487609 0.690909 0.01
0.01 0.76 0.0452471 0.7 0.01
